"Subscription_ID","Member_ID","Plan_ID","Start_Date","End_Date","Sub_Amount","Branch_ID"
"S26946","M1603","P3","2026-03-19","2026-06-17","4300","B12"
"S26947","M3618","P4","2026-03-19","2027-03-20","19000","B08"
"S26948","M1383","P2","2026-03-20","2026-04-19","1800","B12"
"S26949","M1656","P6","2026-03-20","2026-04-19","1500","B10"
"S2695","M4584","P2","2023-06-11","2023-07-11","1800","B01"
"S26950","M1845","P2","2026-03-20","2026-04-19","1800","B11"
"S26951","M2003","P2","2026-03-20","2026-04-19","1800","B11"
"S26952","M2530","P2","2026-03-20","2026-04-19","1800","B11"
"S26953","M2684","P6","2026-03-20","2026-04-19","1500","B11"
"S26954","M2998","P6","2026-03-20","2026-04-19","1500","B10"
"S26955","M3501","P5","2026-03-20","2027-03-20","16000","B12"
"S26956","M3993","P3","2026-03-20","2026-06-18","4300","B10"
"S26957","M4632","P6","2026-03-20","2026-04-19","1500","B11"
"S26958","M4650","P2","2026-03-20","2026-04-19","1800","B12"
"S26959","M4718","P2","2026-03-20","2026-04-19","1800","B11"
"S2696","M4754","P4","2023-06-11","2024-06-10","19000","B02"
"S26960","M4992","P6","2026-03-20","2026-04-19","1500","B12"
"S26961","M5209","P2","2026-03-20","2026-04-19","1800","B11"
"S26962","M5305","P1","2026-03-20","2026-06-18","4700","B02"
"S26963","M5348","P6","2026-03-20","2026-04-19","1500","B11"
"S26964","M670","P6","2026-03-20","2026-04-19","1500","B11"
"S26965","M699","P2","2026-03-20","2026-04-19","1800","B11"
"S26966","M953","P2","2026-03-20","2026-04-19","1800","B11"
"S26967","M3524","P3","2026-03-20","2026-06-18","4300","B01"
"S26968","M314","P3","2026-03-20","2026-06-18","4300","B01"
"S26969","M2895","P2","2026-03-20","2026-04-19","1800","B01"
"S2697","M718","P2","2023-06-11","2023-07-11","1800","B01"
"S26970","M2830","P5","2026-03-20","2027-03-21","16000","B02"
"S26971","M573","P3","2026-03-20","2026-06-18","4300","B05"
"S26972","M1579","P4","2026-03-20","2027-03-21","19000","B05"
"S26973","M652","P6","2026-03-20","2026-04-19","1500","B05"
"S26974","M682","P1","2026-03-20","2026-06-18","4700","B06"
"S26975","M3550","P6","2026-03-20","2026-04-19","1500","B04"
"S26976","M3139","P5","2026-03-20","2027-03-20","16000","B04"
"S26977","M5368","P1","2026-03-20","2026-06-18","4700","B05"
"S26978","M5557","P4","2026-03-20","2027-03-20","19000","B06"
"S26979","M2166","P6","2026-03-20","2026-04-19","1500","B09"
"S2698","M3002","P3","2023-06-11","2023-09-09","4300","B01"
"S26980","M3028","P4","2026-03-20","2027-03-20","19000","B07"
"S26981","M875","P4","2026-03-20","2027-03-20","19000","B08"
"S26982","M198","P6","2026-03-20","2026-04-19","1500","B06"
"S26983","M3666","P2","2026-03-20","2026-04-19","1800","B08"
"S26984","M3846","P2","2026-03-20","2026-04-19","1800","B10"
"S26985","M1563","P1","2026-03-20","2026-06-18","4700","B08"
"S26986","M3355","P2","2026-03-20","2026-04-19","1800","B10"
"S26987","M4736","P3","2026-03-20","2026-06-18","4300","B12"
"S26988","M1143","P2","2026-03-21","2026-04-20","1800","B11"
"S26989","M1363","P1","2026-03-21","2026-06-19","4700","B10"
"S2699","M3580","P4","2023-06-11","2024-06-10","19000","B04"
"S26990","M1399","P2","2026-03-21","2026-04-20","1800","B11"
"S26991","M1462","P6","2026-03-21","2026-04-20","1500","B12"
"S26992","M1975","P6","2026-03-21","2026-04-20","1500","B11"
"S26993","M2117","P2","2026-03-21","2026-04-20","1800","B12"
"S26994","M2145","P6","2026-03-21","2026-04-20","1500","B12"
"S26995","M2242","P6","2026-03-21","2026-04-20","1500","B11"
"S26996","M2521","P6","2026-03-21","2026-04-20","1500","B11"
"S26997","M2908","P6","2026-03-21","2026-04-20","1500","B12"
"S26998","M2956","P4","2026-03-21","2027-03-21","19000","B11"
"S26999","M2977","P2","2026-03-21","2026-04-20","1800","B10"
"S270","M5139","P4","2022-04-01","2023-04-01","19000","B02"
"S2700","M1540","P2","2023-06-12","2023-07-12","1800","B02"
"S27000","M3100","P6","2026-03-21","2026-04-20","1500","B11"
"S27001","M3179","P3","2026-03-21","2026-06-19","4300","B12"
"S27002","M3213","P6","2026-03-21","2026-04-20","1500","B11"
"S27003","M3698","P2","2026-03-21","2026-04-20","1800","B11"
"S27004","M3969","P6","2026-03-21","2026-04-20","1500","B11"
"S27005","M4279","P6","2026-03-21","2026-04-20","1500","B11"
"S27006","M4740","P2","2026-03-21","2026-04-20","1800","B11"
"S27007","M505","P3","2026-03-21","2026-06-19","4300","B01"
"S27008","M5573","P2","2026-03-21","2026-04-20","1800","B11"
"S27009","M957","P1","2026-03-21","2026-06-19","4700","B10"
"S2701","M5251","P3","2023-06-12","2023-09-10","4300","B01"
"S27010","M1038","P1","2026-03-21","2026-06-19","4700","B04"
"S27011","M3776","P1","2026-03-21","2026-06-19","4700","B02"
"S27012","M4605","P4","2026-03-21","2027-03-22","19000","B05"
"S27013","M595","P2","2026-03-21","2026-04-20","1800","B05"
"S27014","M3505","P1","2026-03-21","2026-06-19","4700","B05"
"S27015","M4830","P5","2026-03-21","2027-03-21","16000","B05"
"S27016","M2771","P6","2026-03-21","2026-04-20","1500","B06"
"S27017","M5474","P3","2026-03-21","2026-06-19","4300","B04"
"S27018","M3584","P5","2026-03-21","2027-03-21","16000","B06"
"S27019","M5384","P1","2026-03-21","2026-06-19","4700","B07"
"S2702","M597","P2","2023-06-12","2023-07-12","1800","B02"
"S27020","M4820","P3","2026-03-21","2026-06-19","4300","B05"
"S27021","M1278","P6","2026-03-21","2026-04-20","1500","B09"
"S27022","M4799","P5","2026-03-21","2027-03-21","16000","B07"
"S27023","M3879","P3","2026-03-21","2026-06-19","4300","B03"
"S27024","M343","P4","2026-03-21","2027-03-21","19000","B09"
"S27025","M353","P6","2026-03-21","2026-04-20","1500","B08"
"S27026","M1059","P3","2026-03-21","2026-06-19","4300","B08"
"S27027","M2020","P3","2026-03-21","2026-06-19","4300","B09"
"S27028","M148","P3","2026-03-21","2026-06-19","4300","B06"
"S27029","M2960","P4","2026-03-21","2027-03-21","19000","B09"
"S2703","M059","P2","2023-06-12","2023-07-12","1800","B01"
"S27030","M1962","P5","2026-03-21","2027-03-21","16000","B05"
"S27031","M5133","P3","2026-03-21","2026-06-19","4300","B07"
"S27032","M4861","P5","2026-03-21","2027-03-22","16000","B07"
"S27033","M1142","P6","2026-03-21","2026-04-20","1500","B10"
"S27034","M3552","P1","2026-03-21","2026-06-19","4700","B06"
"S27035","M3022","P4","2026-03-21","2027-03-22","19000","B09"
"S27036","M3903","P4","2026-03-21","2027-03-22","19000","B12"
"S27037","M3843","P2","2026-03-21","2026-04-20","1800","B10"
"S27038","M5628","P3","2026-03-21","2026-06-19","4300","B08"
"S27039","M2634","P6","2026-03-21","2026-04-20","1500","B12"
"S2704","M3825","P4","2023-06-12","2024-06-11","19000","B04"
"S27040","M1124","P5","2026-03-22","2027-03-22","16000","B11"
"S27041","M1188","P2","2026-03-22","2026-04-21","1800","B11"
"S27042","M1298","P3","2026-03-22","2026-06-20","4300","B11"
"S27043","M1626","P2","2026-03-22","2026-04-21","1800","B12"
"S27044","M1959","P2","2026-03-22","2026-04-21","1800","B11"
"S27045","M2019","P6","2026-03-22","2026-04-21","1500","B12"
"S27046","M2263","P6","2026-03-22","2026-04-21","1500","B11"
"S27047","M2342","P6","2026-03-22","2026-04-21","1500","B11"
"S27048","M2479","P2","2026-03-22","2026-04-21","1800","B11"
"S27049","M2727","P2","2026-03-22","2026-04-21","1800","B11"
"S2705","M1858","P6","2023-06-12","2023-07-12","1500","B04"
"S27050","M2904","P6","2026-03-22","2026-04-21","1500","B11"
"S27051","M2958","P2","2026-03-22","2026-04-21","1800","B10"
"S27052","M3131","P2","2026-03-22","2026-04-21","1800","B11"
"S27053","M3235","P6","2026-03-22","2026-04-21","1500","B11"
"S27054","M3263","P2","2026-03-22","2026-04-21","1800","B10"
"S27055","M3353","P1","2026-03-22","2026-06-20","4700","B10"
"S27056","M3388","P1","2026-03-22","2026-06-20","4700","B10"
"S27057","M344","P5","2026-03-22","2027-03-22","16000","B10"
"S27058","M3635","P2","2026-03-22","2026-04-21","1800","B11"
"S27059","M3655","P6","2026-03-22","2026-04-21","1500","B10"
"S2706","M2120","P6","2023-06-12","2023-07-12","1500","B04"
"S27060","M3916","P2","2026-03-22","2026-04-21","1800","B11"
"S27061","M4342","P2","2026-03-22","2026-04-21","1800","B11"
"S27062","M467","P2","2026-03-22","2026-04-21","1800","B11"
"S27063","M4876","P1","2026-03-22","2026-06-20","4700","B10"
"S27064","M5077","P2","2026-03-22","2026-04-21","1800","B11"
"S27065","M525","P2","2026-03-22","2026-04-21","1800","B11"
"S27066","M5443","P1","2026-03-22","2026-06-20","4700","B01"
"S27067","M601","P4","2026-03-22","2027-03-22","19000","B11"
"S27068","M798","P2","2026-03-22","2026-04-21","1800","B11"
"S27069","M984","P6","2026-03-22","2026-04-21","1500","B11"
"S2707","M5516","P6","2023-06-12","2023-07-12","1500","B04"
"S27070","M4590","P3","2026-03-22","2026-06-20","4300","B02"
"S27071","M4783","P6","2026-03-22","2026-04-21","1500","B04"
"S27072","M5566","P4","2026-03-22","2027-03-23","19000","B02"
"S27073","M736","P5","2026-03-22","2027-03-23","16000","B03"
"S27074","M1513","P2","2026-03-22","2026-04-21","1800","B05"
"S27075","M2718","P6","2026-03-22","2026-04-21","1500","B05"
"S27076","M4184","P1","2026-03-22","2026-06-20","4700","B05"
"S27077","M4551","P2","2026-03-22","2026-04-21","1800","B03"
"S27078","M1384","P2","2026-03-22","2026-04-21","1800","B04"
"S27079","M4619","P2","2026-03-22","2026-04-21","1800","B05"
"S2708","M1089","P1","2023-06-12","2023-09-10","4700","B04"
"S27080","M1023","P4","2026-03-22","2027-03-22","19000","B03"
"S27081","M4533","P5","2026-03-22","2027-03-22","16000","B04"
"S27082","M5205","P4","2026-03-22","2027-03-22","19000","B03"
"S27083","M3024","P3","2026-03-22","2026-06-20","4300","B06"
"S27084","M4123","P1","2026-03-22","2026-06-20","4700","B06"
"S27085","M027","P5","2026-03-22","2027-03-22","16000","B03"
"S27086","M4678","P6","2026-03-22","2026-04-21","1500","B06"
"S27087","M973","P6","2026-03-22","2026-04-21","1500","B09"
"S27088","M3751","P5","2026-03-22","2027-03-22","16000","B09"
"S27089","M991","P1","2026-03-22","2026-06-20","4700","B07"
"S2709","M2741","P1","2023-06-12","2023-09-10","4700","B04"
"S27090","M5432","P5","2026-03-22","2027-03-22","16000","B07"
"S27091","M4822","P5","2026-03-22","2027-03-22","16000","B08"
"S27092","M1289","P6","2026-03-22","2026-04-21","1500","B08"
"S27093","M5633","P1","2026-03-22","2026-06-20","4700","B08"
"S27094","M4585","P3","2026-03-22","2026-06-20","4300","B06"
"S27095","M1625","P5","2026-03-22","2027-03-23","16000","B06"
"S27096","M3944","P3","2026-03-22","2026-06-20","4300","B08"
"S27097","M120","P1","2026-03-22","2026-06-20","4700","B06"
"S27098","M3266","P6","2026-03-22","2026-04-21","1500","B09"
"S27099","M1613","P1","2026-03-22","2026-06-20","4700","B10"
"S271","M1314","P2","2022-04-02","2022-05-02","1800","B01"
"S2710","M2262","P4","2023-06-12","2024-06-11","19000","B04"
"S27100","M1102","P2","2026-03-22","2026-04-21","1800","B06"
"S27101","M5282","P1","2026-03-22","2026-06-20","4700","B07"
"S27102","M2421","P3","2026-03-22","2026-06-20","4300","B09"
"S27103","M1134","P6","2026-03-23","2026-04-22","1500","B12"
"S27104","M1164","P2","2026-03-23","2026-04-22","1800","B10"
"S27105","M1483","P1","2026-03-23","2026-06-21","4700","B11"
"S27106","M1707","P2","2026-03-23","2026-04-22","1800","B12"
"S27107","M1970","P6","2026-03-23","2026-04-22","1500","B11"
"S27108","M2080","P4","2026-03-23","2027-03-23","19000","B11"
"S27109","M2329","P4","2026-03-23","2027-03-23","19000","B10"
"S2711","M3068","P6","2023-06-13","2023-07-13","1500","B01"
"S27110","M2407","P2","2026-03-23","2026-04-22","1800","B11"
"S27111","M2520","P6","2026-03-23","2026-04-22","1500","B11"
"S27112","M270","P6","2026-03-23","2026-04-22","1500","B11"
"S27113","M276","P2","2026-03-23","2026-04-22","1800","B11"
"S27114","M2901","P1","2026-03-23","2026-06-21","4700","B10"
"S27115","M3575","P2","2026-03-23","2026-04-22","1800","B11"
"S27116","M3683","P6","2026-03-23","2026-04-22","1500","B10"
"S27117","M3970","P2","2026-03-23","2026-04-22","1800","B11"
"S27118","M400","P3","2026-03-23","2026-06-21","4300","B11"
"S27119","M4143","P2","2026-03-23","2026-04-22","1800","B11"
"S2712","M361","P4","2023-06-13","2024-06-12","19000","B02"
"S27120","M4305","P3","2026-03-23","2026-06-21","4300","B11"
"S27121","M4309","P2","2026-03-23","2026-04-22","1800","B11"
"S27122","M4322","P6","2026-03-23","2026-04-22","1500","B11"
"S27123","M4487","P1","2026-03-23","2026-06-21","4700","B11"
"S27124","M4573","P2","2026-03-23","2026-04-22","1800","B10"
"S27125","M4874","P6","2026-03-23","2026-04-22","1500","B11"
"S27126","M5102","P2","2026-03-23","2026-04-22","1800","B11"
"S27127","M5204","P2","2026-03-23","2026-04-22","1800","B11"
"S27128","M5481","P2","2026-03-23","2026-04-22","1800","B11"
"S27129","M627","P2","2026-03-23","2026-04-22","1800","B10"
"S2713","M2826","P6","2023-06-13","2023-07-13","1500","B04"
"S27130","M443","P4","2026-03-23","2027-03-24","19000","B02"
"S27131","M4221","P4","2026-03-23","2027-03-23","19000","B03"
"S27132","M4693","P5","2026-03-23","2027-03-23","16000","B07"
"S27133","M4694","P4","2026-03-23","2027-03-23","19000","B05"
"S27134","M3422","P1","2026-03-23","2026-06-21","4700","B04"
"S27135","M1859","P5","2026-03-23","2027-03-23","16000","B09"
"S27136","M583","P6","2026-03-23","2026-04-22","1500","B07"
"S27137","M724","P4","2026-03-23","2027-03-23","19000","B06"
"S27138","M3101","P1","2026-03-23","2026-06-21","4700","B08"
"S27139","M5311","P1","2026-03-23","2026-06-21","4700","B05"
"S2714","M323","P6","2023-06-13","2023-07-13","1500","B04"
"S27140","M3909","P6","2026-03-23","2026-04-22","1500","B08"
"S27141","M5159","P5","2026-03-23","2027-03-23","16000","B08"
"S27142","M5459","P2","2026-03-23","2026-04-22","1800","B04"
"S27143","M040","P6","2026-03-23","2026-04-22","1500","B08"
"S27144","M1520","P1","2026-03-23","2026-06-21","4700","B07"
"S27145","M5295","P4","2026-03-23","2027-03-24","19000","B04"
"S27146","M607","P5","2026-03-23","2027-03-24","16000","B10"
"S27147","M4519","P1","2026-03-23","2026-06-21","4700","B10"
"S27148","M3746","P3","2026-03-23","2026-06-21","4300","B06"
"S27149","M2967","P5","2026-03-23","2027-03-24","16000","B10"
"S2715","M1682","P2","2023-06-13","2023-07-13","1800","B04"
"S27150","M727","P2","2026-03-23","2026-04-22","1800","B10"
"S27151","M132","P3","2026-03-24","2026-06-22","4300","B10"
"S27152","M1321","P2","2026-03-24","2026-04-23","1800","B11"
"S27153","M1397","P5","2026-03-24","2027-03-24","16000","B11"
"S27154","M1475","P1","2026-03-24","2026-06-22","4700","B01"
"S27155","M1667","P6","2026-03-24","2026-04-23","1500","B11"
"S27156","M1737","P1","2026-03-24","2026-06-22","4700","B11"
"S27157","M1810","P5","2026-03-24","2027-03-24","16000","B11"
"S27158","M2043","P6","2026-03-24","2026-04-23","1500","B01"
"S27159","M2720","P2","2026-03-24","2026-04-23","1800","B11"
"S2716","M4150","P2","2023-06-13","2023-07-13","1800","B04"
"S27160","M310","P2","2026-03-24","2026-04-23","1800","B11"
"S27161","M3212","P6","2026-03-24","2026-04-23","1500","B11"
"S27162","M3497","P6","2026-03-24","2026-04-23","1500","B12"
"S27163","M3760","P2","2026-03-24","2026-04-23","1800","B12"
"S27164","M3884","P2","2026-03-24","2026-04-23","1800","B11"
"S27165","M4006","P6","2026-03-24","2026-04-23","1500","B10"
"S27166","M4401","P2","2026-03-24","2026-04-23","1800","B10"
"S27167","M4491","P2","2026-03-24","2026-04-23","1800","B10"
"S27168","M4500","P5","2026-03-24","2027-03-24","16000","B10"
"S27169","M5100","P2","2026-03-24","2026-04-23","1800","B11"
"S2717","M4484","P2","2023-06-14","2023-07-14","1800","B01"
"S27170","M882","P6","2026-03-24","2026-04-23","1500","B11"
"S27171","M884","P3","2026-03-24","2026-06-22","4300","B12"
"S27172","M994","P3","2026-03-24","2026-06-22","4300","B01"
"S27173","M2753","P4","2026-03-24","2027-03-25","19000","B04"
"S27174","M2160","P1","2026-03-24","2026-06-22","4700","B05"
"S27175","M1543","P4","2026-03-24","2027-03-25","19000","B03"
"S27176","M1323","P1","2026-03-24","2026-06-22","4700","B01"
"S27177","M3160","P2","2026-03-24","2026-04-23","1800","B05"
"S27178","M3980","P6","2026-03-24","2026-04-23","1500","B04"
"S27179","M2896","P1","2026-03-24","2026-06-22","4700","B04"
"S2718","M3125","P1","2023-06-14","2023-09-12","4700","B01"
"S27180","M1645","P5","2026-03-24","2027-03-24","16000","B06"
"S27181","M2588","P2","2026-03-24","2026-04-23","1800","B06"
"S27182","M1729","P5","2026-03-24","2027-03-24","16000","B08"
"S27183","M3055","P1","2026-03-24","2026-06-22","4700","B03"
"S27184","M5067","P5","2026-03-24","2027-03-25","16000","B04"
"S27185","M3599","P3","2026-03-24","2026-06-22","4300","B08"
"S27186","M211","P3","2026-03-24","2026-06-22","4300","B09"
"S27187","M4488","P1","2026-03-24","2026-06-22","4700","B08"
"S27188","M2755","P2","2026-03-24","2026-04-23","1800","B10"
"S27189","M1814","P1","2026-03-24","2026-06-22","4700","B09"
"S2719","M5263","P1","2023-06-14","2023-09-12","4700","B02"
"S27190","M1436","P5","2026-03-24","2027-03-25","16000","B10"
"S27191","M1156","P3","2026-03-25","2026-06-23","4300","B10"
"S27192","M1213","P2","2026-03-25","2026-04-24","1800","B11"
"S27193","M1504","P3","2026-03-25","2026-06-23","4300","B11"
"S27194","M1702","P1","2026-03-25","2026-06-23","4700","B01"
"S27195","M196","P6","2026-03-25","2026-04-24","1500","B02"
"S27196","M2244","P6","2026-03-25","2026-04-24","1500","B11"
"S27197","M2531","P2","2026-03-25","2026-04-24","1800","B12"
"S27198","M2796","P6","2026-03-25","2026-04-24","1500","B11"
"S27199","M330","P6","2026-03-25","2026-04-24","1500","B11"
"S272","M1721","P2","2022-04-02","2022-05-02","1800","B01"
"S2720","M1767","P4","2023-06-14","2024-06-13","19000","B01"
"S27200","M3609","P4","2026-03-25","2027-03-25","19000","B11"
"S27201","M4229","P2","2026-03-25","2026-04-24","1800","B11"
"S27202","M4385","P2","2026-03-25","2026-04-24","1800","B12"
"S27203","M4934","P3","2026-03-25","2026-06-23","4300","B11"
"S27204","M5569","P5","2026-03-25","2027-03-25","16000","B01"
"S27205","M673","P5","2026-03-25","2027-03-25","16000","B10"
"S27206","M964","P2","2026-03-25","2026-04-24","1800","B02"
"S27207","M4384","P2","2026-03-25","2026-04-24","1800","B01"
"S27208","M5005","P5","2026-03-25","2027-03-26","16000","B04"
"S27209","M2790","P2","2026-03-25","2026-04-24","1800","B04"
"S2721","M3344","P4","2023-06-14","2024-06-13","19000","B01"
"S27210","M5144","P3","2026-03-25","2026-06-23","4300","B05"
"S27211","M1460","P2","2026-03-25","2026-04-24","1800","B05"
"S27212","M5467","P2","2026-03-25","2026-04-24","1800","B05"
"S27213","M4189","P3","2026-03-25","2026-06-23","4300","B03"
"S27214","M034","P4","2026-03-25","2027-03-25","19000","B03"
"S27215","M2618","P3","2026-03-25","2026-06-23","4300","B05"
"S27216","M1495","P6","2026-03-25","2026-04-24","1500","B05"
"S27217","M4645","P5","2026-03-25","2027-03-25","16000","B04"
"S27218","M5326","P4","2026-03-25","2027-03-25","19000","B03"
"S27219","M5246","P3","2026-03-25","2026-06-23","4300","B09"
"S2722","M5224","P4","2023-06-14","2024-06-13","19000","B01"
"S27220","M1951","P5","2026-03-25","2027-03-25","16000","B07"
"S27221","M5203","P6","2026-03-25","2026-04-24","1500","B03"
"S27222","M5610","P3","2026-03-25","2026-06-23","4300","B12"
"S27223","M2071","P2","2026-03-25","2026-04-24","1800","B10"
"S27224","M3712","P1","2026-03-25","2026-06-23","4700","B09"
"S27225","M1026","P6","2026-03-25","2026-04-24","1500","B12"
"S27226","M4701","P4","2026-03-25","2027-03-26","19000","B07"
"S27227","M002","P6","2026-03-26","2026-04-25","1500","B02"
"S27228","M1130","P3","2026-03-26","2026-06-24","4300","B10"
"S27229","M1493","P3","2026-03-26","2026-06-24","4300","B01"
"S2723","M3867","P4","2023-06-14","2024-06-13","19000","B04"
"S27230","M1514","P6","2026-03-26","2026-04-25","1500","B10"
"S27231","M1716","P1","2026-03-26","2026-06-24","4700","B10"
"S27232","M223","P6","2026-03-26","2026-04-25","1500","B02"
"S27233","M2860","P2","2026-03-26","2026-04-25","1800","B11"
"S27234","M3527","P5","2026-03-26","2027-03-26","16000","B11"
"S27235","M3801","P5","2026-03-26","2027-03-26","16000","B11"
"S27236","M4190","P2","2026-03-26","2026-04-25","1800","B11"
"S27237","M5126","P2","2026-03-26","2026-04-25","1800","B11"
"S27238","M5195","P5","2026-03-26","2027-03-26","16000","B12"
"S27239","M5548","P6","2026-03-26","2026-04-25","1500","B11"
"S2724","M4319","P2","2023-06-14","2023-07-14","1800","B04"
"S27240","M4945","P2","2026-03-26","2026-04-25","1800","B01"
"S27241","M1405","P6","2026-03-26","2026-04-25","1500","B02"
"S27242","M1018","P4","2026-03-26","2027-03-27","19000","B05"
"S27243","M3262","P2","2026-03-26","2026-04-25","1800","B03"
"S27244","M2481","P1","2026-03-26","2026-06-24","4700","B05"
"S27245","M108","P6","2026-03-26","2026-04-25","1500","B01"
"S27246","M4909","P4","2026-03-26","2027-03-26","19000","B01"
"S27247","M3533","P2","2026-03-26","2026-04-25","1800","B03"
"S27248","M1233","P6","2026-03-26","2026-04-25","1500","B06"
"S27249","M4298","P5","2026-03-26","2027-03-26","16000","B09"
"S2725","M4666","P1","2023-06-14","2023-09-12","4700","B04"
"S27250","M146","P4","2026-03-26","2027-03-26","19000","B08"
"S27251","M1717","P6","2026-03-26","2026-04-25","1500","B03"
"S27252","M5055","P1","2026-03-26","2026-06-24","4700","B03"
"S27253","M2086","P6","2026-03-26","2026-04-25","1500","B08"
"S27254","M5130","P3","2026-03-26","2026-06-24","4300","B08"
"S27255","M4367","P2","2026-03-26","2026-04-25","1800","B06"
"S27256","M3856","P2","2026-03-26","2026-04-25","1800","B05"
"S27257","M657","P4","2026-03-26","2027-03-27","19000","B05"
"S27258","M3984","P1","2026-03-26","2026-06-24","4700","B06"
"S27259","M997","P3","2026-03-26","2026-06-24","4300","B07"
"S2726","M4764","P2","2023-06-14","2023-07-14","1800","B04"
"S27260","M4317","P4","2026-03-26","2027-03-27","19000","B06"
"S27261","M1047","P6","2026-03-27","2026-04-26","1500","B11"
"S27262","M1199","P2","2026-03-27","2026-04-26","1800","B01"
"S27263","M1279","P2","2026-03-27","2026-04-26","1800","B12"
"S27264","M1721","P1","2026-03-27","2026-06-25","4700","B01"
"S27265","M2131","P6","2026-03-27","2026-04-26","1500","B11"
"S27266","M2236","P2","2026-03-27","2026-04-26","1800","B11"
"S27267","M2372","P4","2026-03-27","2027-03-27","19000","B11"
"S27268","M2612","P4","2026-03-27","2027-03-27","19000","B11"
"S27269","M2615","P2","2026-03-27","2026-04-26","1800","B11"
"S2727","M4989","P2","2023-06-14","2023-07-14","1800","B04"
"S27270","M262","P6","2026-03-27","2026-04-26","1500","B11"
"S27271","M2840","P1","2026-03-27","2026-06-25","4700","B10"
"S27272","M2957","P2","2026-03-27","2026-04-26","1800","B11"
"S27273","M3031","P5","2026-03-27","2027-03-27","16000","B02"
"S27274","M3271","P1","2026-03-27","2026-06-25","4700","B01"
"S27275","M3285","P6","2026-03-27","2026-04-26","1500","B11"
"S27276","M3409","P2","2026-03-27","2026-04-26","1800","B01"
"S27277","M3474","P2","2026-03-27","2026-04-26","1800","B11"
"S27278","M4011","P6","2026-03-27","2026-04-26","1500","B11"
"S27279","M4577","P2","2026-03-27","2026-04-26","1800","B11"
"S2728","M1237","P1","2023-06-15","2023-09-13","4700","B01"
"S27280","M4841","P6","2026-03-27","2026-04-26","1500","B12"
"S27281","M5370","P1","2026-03-27","2026-06-25","4700","B11"
"S27282","M5371","P2","2026-03-27","2026-04-26","1800","B11"
"S27283","M5608","P2","2026-03-27","2026-04-26","1800","B11"
"S27284","M716","P2","2026-03-27","2026-04-26","1800","B11"
"S27285","M912","P6","2026-03-27","2026-04-26","1500","B01"
"S27286","M4024","P2","2026-03-27","2026-04-26","1800","B01"
"S27287","M2544","P5","2026-03-27","2027-03-28","16000","B04"
"S27288","M1616","P2","2026-03-27","2026-04-26","1800","B05"
"S27289","M4954","P4","2026-03-27","2027-03-28","19000","B04"
"S2729","M1403","P2","2023-06-15","2023-07-15","1800","B02"
"S27290","M5552","P4","2026-03-27","2027-03-27","19000","B05"
"S27291","M1062","P5","2026-03-27","2027-03-27","16000","B04"
"S27292","M1040","P5","2026-03-27","2027-03-27","16000","B04"
"S27293","M4535","P2","2026-03-27","2026-04-26","1800","B06"
"S27294","M896","P6","2026-03-27","2026-04-26","1500","B06"
"S27295","M4326","P4","2026-03-27","2027-03-27","19000","B06"
"S27296","M1893","P2","2026-03-27","2026-04-26","1800","B04"
"S27297","M4335","P5","2026-03-27","2027-03-27","16000","B07"
"S27298","M226","P1","2026-03-27","2026-06-25","4700","B08"
"S27299","M4078","P3","2026-03-27","2026-06-25","4300","B06"
"S273","M2383","P4","2022-04-02","2023-04-02","19000","B02"
"S2730","M2245","P3","2023-06-15","2023-09-13","4300","B01"
"S27300","M5402","P1","2026-03-27","2026-06-25","4700","B08"
"S27301","M931","P1","2026-03-27","2026-06-25","4700","B05"
"S27302","M3570","P1","2026-03-27","2026-06-25","4700","B09"
"S27303","M1801","P2","2026-03-27","2026-04-26","1800","B07"
"S27304","M308","P1","2026-03-27","2026-06-25","4700","B03"
"S27305","M3191","P1","2026-03-27","2026-06-25","4700","B06"
"S27306","M5173","P5","2026-03-27","2027-03-28","16000","B08"
"S27307","M2091","P2","2026-03-27","2026-04-26","1800","B08"
"S27308","M1705","P3","2026-03-27","2026-06-25","4300","B05"
"S27309","M3268","P4","2026-03-27","2027-03-28","19000","B12"
"S2731","M3232","P1","2023-06-15","2023-09-13","4700","B01"
"S27310","M3699","P4","2026-03-27","2027-03-28","19000","B08"
"S27311","M2197","P4","2026-03-27","2027-03-28","19000","B08"
"S27312","M1215","P4","2026-03-28","2027-03-28","19000","B10"
"S27313","M1280","P3","2026-03-28","2026-06-26","4300","B11"
"S27314","M158","P2","2026-03-28","2026-04-27","1800","B11"
"S27315","M1627","P6","2026-03-28","2026-04-27","1500","B10"
"S27316","M1878","P2","2026-03-28","2026-04-27","1800","B10"
"S27317","M2151","P2","2026-03-28","2026-04-27","1800","B11"
"S27318","M2848","P4","2026-03-28","2027-03-28","19000","B11"
"S27319","M2881","P3","2026-03-28","2026-06-26","4300","B10"
"S2732","M3789","P6","2023-06-15","2023-07-15","1500","B01"
"S27320","M3221","P6","2026-03-28","2026-04-27","1500","B11"
"S27321","M3411","P6","2026-03-28","2026-04-27","1500","B10"
"S27322","M3491","P6","2026-03-28","2026-04-27","1500","B11"
"S27323","M3935","P4","2026-03-28","2027-03-28","19000","B12"
"S27324","M4550","P2","2026-03-28","2026-04-27","1800","B11"
"S27325","M5359","P5","2026-03-28","2027-03-28","16000","B10"
"S27326","M5390","P6","2026-03-28","2026-04-27","1500","B11"
"S27327","M1842","P5","2026-03-28","2027-03-29","16000","B01"
